song_id,title,artist_name,year,genre_id,genre_name,duration,audio_url,image_url,lyrics
171766,Not Ready to Make Nice,Dixie Chicks,2006.0,2.0,Rock,237,https://www.youtube.com/watch?v=pojL_35QlSI,https://i.ytimg.com/vi_webp/pojL_35QlSI/maxresdefault.webp,"30 ContributorsTranslationsFrançaisNot Ready to Make Nice Lyrics[Verse 1]
Forgive? Sounds good
Forget? I'm not sure I could
They say time heals everything
But I'm still waiting

[Verse 2]
I'm through with doubt
There's nothin' left for me to figure out
I've paid a price
And I'll keep payin'

[Chorus]
I'm not ready to make nice
I'm not ready to back down
I'm still mad as hell and I don't have time
To go 'round and 'round and 'round
It's too late to make it right
I probably wouldn't if I could
'Cause I'm mad as hell, can't bring myself
To do what it is you think I should

[Verse 3]
I know you've said
""Can't you just get over it?""
It turned my whole world around
And I kinda like it


[Bridge]
I made my bed and I sleep like a baby
With no regrets and I don't mind sayin'
It's a sad, sad story when a mother will teach her
Daughter that she ought to hate a perfect stranger
And how in the world can the words that I said
Send somebody so over the edge
That they'd write me a letter, sayin' that I better
Shut up and sing or my life will be over

[Chorus]
I'm not ready to make nice
I'm not ready to back down
I'm still mad as hell and I don't have time
To go 'round and 'round and 'round
It's too late to make it right
I probably wouldn't if I could
'Cause I'm mad as hell, can't bring myself
To do what it is you think I should
I'm not ready to make nice
I'm not ready to back down
I'm still mad as hell and I don't have time
To go 'round and 'round and 'round
It's too late to make it right
I probably wouldn't if I could
'Cause I'm mad as hell, can't bring myself
To do what it is you think I should
What it is you think I should


[Outro]
Forgive, sounds good
Forget, I'm not sure I could
They say time heals everything
But I'm still waiting
[Produced by Rick Rubin]"
171767,Smokin' and Drinkin' - [feat. Little Big Town],Miranda Lambert,2014.0,2.0,Rock,330,https://www.youtube.com/watch?v=9gtqcWA8ugU,https://i.ytimg.com/vi_webp/9gtqcWA8ugU/maxresdefault.webp,"8 ContributorsSmokin’ and Drinkin’ Lyrics[Verse 1]
It was one of those times what a real good time felt like a long time ago
It was one of those fires that burned all night and made your blue jeans smell like smoke
Hanging with friends, going against our upbringing, smokin' and drinkin'
It was one of those girls and one of those guys who didn't know quite what to do
We were going along with what was going on saying I think I love you
And I think about us now every time that I go out, smokin' and drinkin'

[Chorus]
Smokin' and drinkin' on the weekend like we did back in the day
Smokin' and drinkin' gotcha' thinkin about the one that got away
So here's to all those nights all we felt was life, smokin' and drinkin'

[Verse 2]
We be lighting up saying this town sucks so we painted on the bridge
We were young in love to not know enough that those were the days that we were going to miss
But damn we know it now cause that's all we talk about, smokin' and drinkin'

[Chorus]
Smokin' and drinkin' on the weekend like we did back in the day
Smokin' and drinkin' gotcha' thinkin about the one that got away
So here's to all those nights all we felt was life, smokin' and drinkin'
Smokin' and drinkin' on the weekend like we did back in the day
Smokin' and drinkin' gotcha' thinkin about the one that got away
So here's to all those nights all we felt was life, smokin' and drinkin'


[Bridge]
Smokin' and drinkin' on the weekend like we did back in the day
Smokin' and drinkin' got cha thinkin about the one that got away
So here's to all those nights when all we felt was life, smokin' and drinkin'
Woah woah woah woah woah woah woah woah woah
Smokin' and drinkin'
Woah woah woah woah woah woah woah woah woah
Smokin' and drinkin'"
171768,Automatic,Miranda Lambert,2014.0,35.0,Country,247,https://www.youtube.com/watch?v=2ksWKOy665o,https://i.ytimg.com/vi_webp/2ksWKOy665o/maxresdefault.webp,"20 ContributorsAutomatic Lyrics[Verse 1]
Quarter in a payphone
Drying laundry on the line
Watching Sun Tea in the window
Pocket watch tellin time
Seems like only yesterday I'd get a blank cassette
Record the country countdown cause I couldn't buy it yet
If we drove all the way to Dallas just to buy an Easter dress
We'd take along a Rand McNally, stand in line to pay for gas
God knows that shifting gears ain't what it used to be
I learned to drive that 55 just like a queen, three on a tree

[Chorus]
Hey, whatever happened to waitin' your turn
Doing it all by hand
Cause when everything is handed to you
It's only worth as much as the time put in
It all just seemed so good the way we had it
Back before everything became automatic

[Verse 2]
If you had something to say
You'd write it on a piece of paper
Then you'd put a stamp on it
And they'd get it three days later
Boys would call the girls
And girls would turn them down
Staying married was the only way to work your problems out


[Chorus]
Hey, whatever happened to waitin' your turn
Doing it all by hand
Cause when everything is handed to you
It's only worth as much as the time put in
It all just seemed so good the way we had it
Back before everything became automatic

[Post-Chorus]
Automatic

[Bridge]
Let's pull the windows down
Windows with the cranks
Come on let's take a picture
The kind you gotta shake

[Chorus]
Hey, whatever happened to waitin' your turn
Doing it all by hand
Cause when everything is handed to you
It's only worth as much as the time put in
It all just seemed so good the way we had it
Back before everything became automatic"
171769,Baggage Claim - Radio Edit,Miranda Lambert,2011.0,35.0,Country,197,https://www.youtube.com/watch?v=iBUVPHINAzE,https://i.ytimg.com/vi_webp/iBUVPHINAzE/maxresdefault.webp,
171770,My Church,Maren Morris,2017.0,35.0,Country,197,https://www.youtube.com/watch?v=ouWQ25O-Mcg,https://i.ytimg.com/vi_webp/ouWQ25O-Mcg/maxresdefault.webp,"42 ContributorsMy Church Lyrics[Verse 1]
I've cussed on a Sunday
I've cheated and I've lied
I've fallen down from grace
A few too many times
But I find holy redemption
When I put this car in drive
Roll the windows down and turn up the dial

[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church

[Verse 2]
When Hank brings the sermon
And Cash leads the choir
It gets my cold, cold heart burnin'
Hotter than a ring of fire
When this wonderful world gets heavy
And I need to find my escape
I just keep the wheels rolling, radio scrolling
Until my sins wash away


[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church

[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that’s my church

[Chorus]
Can I get a hallelujah?
Can I get an amen?
Feels like the Holy Ghost running through ya
When I play the highway FM
I find my soul revival
Singin' every single verse
Yeah, I guess that's my church
Yeah, I guess that's my church
Yeah, I guess that's my church"
171771,80s Mercedes,Maren Morris,2017.0,35.0,Country,211,https://www.youtube.com/watch?v=m9md97nN_SQ,https://i.ytimg.com/vi_webp/m9md97nN_SQ/maxresdefault.webp,"23 Contributors80s Mercedes Lyrics[Verse 1]
Still runs good, built to last
Moves like a hula girl on the dash
She ain't made for practicality
Yeah, I guess she's just like me

[Pre-Chorus 1]
It's Saturday night, about time to go
Got my white leather jacket and a neon soul
Once I turn on the radio, I'm ready to roll, r-ready to roll

[Chorus]
Feel like a hard-to-get starlet when I'm driving
Turning every head, hell, I ain't even trying
Got them Ray-Ban shades, pretty in pink
Call me old school, but hey
I'm a 90s baby in my 80s Mercedes
I'm a 90s baby in my 80s Mercedes

[Verse 2]
Pop the top down like a summer dream
She's my teenage time machine
Just keeps getting sweeter with age
She's classic through any decade

[Pre-Chorus 2]
The sun's in the sky, glitter on the seats
You can try, but the Benz is hard to beat
So, hey, if you want you can ride with me, r-ride with me


[Chorus]
Feel like a hard-to-get starlet when I'm driving
Turning every head, hell, I ain't even trying
Got them Ray-Ban shades, pretty in pink
Call me old school, but hey
I'm a 90s baby in my 80s Mercedes
I'm a 90s baby in my 80s Mercedes

[Pre-Chorus 1]
It's Saturday night, about time to go
Got my white leather jacket and a neon soul
Once I turn on the radio, I'm ready to roll, r-ready to roll

[Chorus]
Feel like a hard-to-get starlet when I'm driving
Turning every head, hell, I ain't even trying
Got them Ray-Ban shades, pretty in pink
Call me old school, but hey
I'm a 90s baby in my 80s Mercedes
I'm a 90s baby in my 80s Mercedes"
171772,I Wish I Was,Maren Morris,2017.0,35.0,Country,240,https://www.youtube.com/watch?v=0dh_vh7nLAU,https://i.ytimg.com/vi_webp/0dh_vh7nLAU/maxresdefault.webp,"11 ContributorsI Wish I Was Lyrics[Verse 1]
On paper, we go together
I know that we look the part
But almost never hangs on forever
I know I'm breakin' your heart

[Pre-Chorus]
So go on, say what you want to
I'm not gonna stop you
You can blame it all on me, mm

[Chorus]
I'm not the hero in the story
I'm not the girl that gets the glory
'Cause you're lookin' for true love
And I'm not the one
But I wish, but I wish I was
Mm, I wish, oh, I wish I was
Mm-mm

[Verse 2]
Wish I could feel about ya
The way you feel about me
But you can't make a heart say somethin'
That it don't believe


[Pre-Chorus]
So go on, hate me if you have to
I hate myself, too
'Cause as much as I wanna be

[Chorus]
I'm not the hero in the story
I'm not the girl that gets the glory
'Cause you're lookin' for true love
And I'm not the one
But I wish, but I wish I was
Mm, I wish, oh, I wish I was

[Pre-Chorus]
Go on, hate me if you have to
I still care about you
Mm, as much as I wanna be

[Chorus]
I'm not the hero in the story
I'm not the girl that gets the glory
'Cause you're lookin' for true love
And I'm not the one
But I wish, but I wish I was
Oh, 'cause you're lookin' for true love
And I'm not the one
But I wish, but I wish I was
Mm, I wish, oh, I wish I was


[Outro]
Ooh-ooh-ooh, mm
Oh-oh-oh-oh"
171773,Company You Keep,Maren Morris,2017.0,35.0,Country,217,https://www.youtube.com/watch?v=KWsvgDgoPxU,https://i.ytimg.com/vi_webp/KWsvgDgoPxU/maxresdefault.webp,"10 ContributorsCompany You Keep Lyrics[Verse 1]
Everyone's always talkin' 'bout their favorite destination
Where they're gonna go on their next vacation
Gotta make that flashy reservation
Don't wanna wait in line
But when I'm sittin' on the couch and I'm lookin' at the pictures
The background's only a secondary fixture
Where we went for dinner, shoot, I don't remember
But we had a good time

[Pre-Chorus]
Together, together
We can do whatever, whatever

[Chorus]
We can walk right up the street
Where the locals roll
We ain't gotta go international
Baby, just drive in a park and party
We don't need no Hollywood suite
Ooh, don't matter what we do
Anything with you sounds fine to me
It's all about the company you keep
Yeah, 'bout the company you keep
So come on, keep me company


[Post-Chorus]
Ooh, listen

[Verse 2]
When it comes down to it, nobody really cares
Where you had your birthday, just who was there
Buy you a shot, then hold back your hair
Take you to Waffle House
We're the circles that you're runnin' when you're runnin' around
Bail you out, make you laugh, pick you up when you're down
Hangin' out in your hometown
Hey, that's what it's all about

[Pre-Chorus]
Whatever, whatever
We're all in it together, birds of a feather

[Chorus]
We can walk right up the street
Where the locals roll
We ain't gotta go international
Baby, just drive in a park and party
We don't need no Hollywood suite
Ooh, don't matter what we do
Anything with you sounds fine to me
It's all about the company you keep
Yeah, 'bout the company you keep
So come on, keep me company


[Chorus]
We can walk right up the street
Where the locals roll
We ain't gotta go international
Baby, just drive in a park and party
We don't need no Hollywood suite
Ooh, don't matter what we do
Anything with you sounds fine to me
It's all about the company you keep
Yeah, 'bout the company you keep
So come on, keep me company

[Outro]
Whatever, we're all in it together, yeah
So come on, keep me company"
171774,Salvation Song,The Avett Brothers,2004.0,35.0,Country,288,https://www.youtube.com/watch?v=Ftt5KH6TnhE,https://i.ytimg.com/vi_webp/Ftt5KH6TnhE/maxresdefault.webp,"3 ContributorsSalvation Song LyricsIf you take my heart
Don't leave the smallest part
I've no need to live if you're to come up gone
An as my life turns to a song
And if and when I treat you wrong
No I never want to hurt our family

And I would give up everything
No this is not just about me
And I don't know a plainer way to say it Babe
And they may pay us off in fame
Though that is not why we came
And I know well and good that won't heal our hearts

We came for salvation
We came for family
We came for all that's good that's how we'll walk away
We came to break the bad
We came to cheer the sad
We came to leave behind the world a better way

Now if I'm walkin' through the rain
And I hear you call my name
I will break into a run without a pause
And if your love laughs at your dreams
Well it's not as bad as it seems
Either way one of them has got to go
And if you take of my soul
You can still leave it whole
With the pieces of you own you leave behind


We came for salvation
We came for family
We came for all that's good that's how we'll walk away
We came to break the bad
We came to cheer the sad
We came to leave behind the world a better way

And I would give up everything
And if you were to come up clean
And see you shine so bright in a world of woe
And they may pay us off in fame
But that is not why we came
And if it compromises truth then we will go

We came for salvation
We came for family
We came for all that's good that's how we'll walk away
We came to break the bad
We came to cheer the sad
We came to leave behind the world a better way"
171775,Swept Away,The Avett Brothers,2004.0,35.0,Country,233,https://www.youtube.com/watch?v=brI1nMEJDc8,https://i.ytimg.com/vi_webp/brI1nMEJDc8/maxresdefault.webp,"4 ContributorsSwept Away LyricsWell, you send my life a whirling
Darling when you're twirling
On the floor
Who cares about tomorrow?
What more is tomorrow?
Than another day

When you swept me away
Yeah, you swept me away

I see the end of the rainbow
But what more is a rainbow
Than colors out of reach
If you come down to my window
And I climb out my window
Then we'll get out of reach

Then, you swept me away
Yeah, you swept me away

You said with such honest feeling
But what'd you really mean
When you said that I'm your man
Well how my darling can it be
When you have never seen me
And you never will again


That you swept me away
Yeah, you swept me away

Life is ever changing but I can always
Find a constant and comfort in your love
With your heart my soul is bound
And as we dance I surely know that some kinda heaven will be found

Well, you send my life a whirling
Darling when you're twirling
On the floor
Who cares about tomorrow?
What more is tomorrow?
Than another day

When you swept me away
Yeah, you swept me away
Yeah, you swept me away"
171776,Pretty Girl from Cedar Lane,The Avett Brothers,2004.0,32.0,Blues,201,https://www.youtube.com/watch?v=N49ABRYZo1U,https://i.ytimg.com/vi_webp/N49ABRYZo1U/maxresdefault.webp,"2 ContributorsPretty Girl From Cedar Lane LyricsI had a moment, when I thought I might be wrong
But Ashley how could it be
I waited on the rooftop, all night long
But you weren't coming for me
And now I'm sitting here like a mixed up little kid
You said you wanted me but you never did
There was a moment when I thought our love was strong
But now that moment is gone

I could stand right underneath the window of your room
Throwing rocks I've done it before
And I would love to find a reason to dazzle you with lies
But I don't have the energy no more
And you never promise anything you didn't give
I assumed that you'd say yes but you never did
There was a moment my love for you was strong
But now that moment is gone
Now that moment is gone

I saw you behind the camera
Whispering to your friends and watching me
I fell in love with you there
Which proves the fool that I can often be

I had a moment when I thought I might be right
But Ashley how could it be
I drank your share bourbon thinking you might come around
There ain't no one on the rooftop but me
And now I'm sitting here like a mixed up little kid
You said you wanted me but you never did
There was a moment my love for you was strong
But Ashley that moment is gone
Ashley that moment is gone
Now that moment is gone"
171777,The Mountain is Burning - from SWEET WILLIAM EP,Johnny Flynn,2010.0,31.0,R&b,231,https://www.youtube.com/watch?v=UPlhyyp8qMU,https://i.ytimg.com/vi_webp/UPlhyyp8qMU/maxresdefault.webp,
171778,That's Some Dream,Good Old War,2010.0,35.0,Country,154,https://www.youtube.com/watch?v=HgdxlhbwBPo,https://i.ytimg.com/vi_webp/HgdxlhbwBPo/maxresdefault.webp,"3 ContributorsThat’s Some Dream Lyrics[Verse 1]
There's a time in our lives
We start again on writing our part
As the story goes on
It's the rule that we remember our lines

[Pre-Chorus]
I know everyone would want me to say
That I'm not afraid to be alone

[Chorus]
I'm gonna live, I'm alright
I'm gonna die, it's alright, I'm okay
Li-di-di
I'm gonna live, I'm alright
I'm gonna die, it's alright, I'm okay
Li-di-di

[Verse 2]
There's a place in my head
That must be called the Super Motel
I can stay the whole night
And think about the girl in her shell

[Pre-Chorus]
I know everyone would want me to say
That I'm not afraid to be alone


[Chorus]
I'm gonna live, I'm alright
I'm gonna die, it's alright, I'm okay
Li-di-di
I'm gonna live, I'm alright
I'm gonna die, it's alright, I'm okay
Li-di-di

[Instrumental Interlude]

[Pre-Chorus]
I know everyone would want me to say
That I'm not afraid to be alone

[Chorus]
I'm gonna live, I'm alright
I'm gonna die, it's alright, I'm okay
Li-di-di
I'm gonna live, I'm alright
I'm gonna die, it's alright, I'm okay
Li-di-di
I'm gonna live, I'm alright
I'm gonna die, it's alright, I'm okay

[Outro]
That's some dream"
171779,Coney Island,Good Old War,2008.0,35.0,Country,163,https://www.youtube.com/watch?v=UNRHcDq8ftY,https://i.ytimg.com/vi_webp/UNRHcDq8ftY/maxresdefault.webp,"6 ContributorsConey Island Lyrics[Verse 1]
I found the letter in the mailbox today
And I said thank you for your thoughts but I'm done
I said that I would never build this up right here
And he said that's why I can't work with you son

[Chorus]
I can't let this go I'm on my way
And you can only hold my diamond ring
I go crawling back to the city I love
'Cause it's already taken everything

[Verse 2]
I'm going to Coney Island to have myself a dog
And reminisce why I still hate it here
It's all these people with their cotton candy eyes
It's so sweet now put the train in gear

[Chorus]
I can't let this go I'm on my way
And you can only hold my diamond ring
I go crawling back to the city I love
'Cause it's already taken everything

[Verse 3]
The ground is swallowing my options for release
And if it rains they might just disappear
I counted twenty-seven birds up there today
I'm thinking that's why I still love it here
I'm thinking that's why I still love it here


[Chorus]
I can't let this go I'm on my way
And you can only hold my diamond ring
I go crawling back to the city I love
'Cause it's already taken everything
'Cause it's already taken everything"
171780,Seasons Colors,Judah & the Lion,2013.0,33.0,Edm ,210,https://www.youtube.com/watch?v=iUf2wV1pyPk,https://i.ytimg.com/vi_webp/iUf2wV1pyPk/maxresdefault.webp,"2 ContributorsSeasons Colors Lyrics[Verse 1]
Long were there days in the spring, when we were younger
Oh the years have gone like the breeze in the summer

[Chorus]
Seasons come, then they go
Like the dust on that old dirt road
I try and fight, to take it slow
But the ground keeps moving on its own

[Verse 2]
So paint the colors of fall
On my heart, so I'll remember
To carry through the pain
And the cold of the winter, oh

[Verse 3]
When the colors my skin broke my bones and left me bleeding
Through the darkest storm he was there
Now I'm still breathing, ah

[Chorus]
Seasons come, then they go
Like the dust on that old dirt road
Try and fight, take it slow
But the ground keeps moving on its own
Yeah the ground keeps moving on its own
Yeah the ground keeps moving on its own"
171781,Set Fire to the Rain,Adele,2011.0,35.0,Country,241,https://www.youtube.com/watch?v=a2giXO6eyuI,https://i.ytimg.com/vi_webp/a2giXO6eyuI/maxresdefault.webp,"91 ContributorsTranslationsEspañolBahasa MelayuFrançaisالعربيةDeutschPortuguêsTürkçeČeskySet Fire to the Rain Lyrics[Verse 1]
I let it fall, my heart
And as it fell, you rose to claim it
It was dark, and I was over
Until you kissed my lips and you saved me
My hands, they were strong
But my knees were far too weak
To stand in your arms
Without falling to your feet

[Pre-Chorus]
But there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

[Chorus]
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name

[Verse 2]
When I lay with you
I could stay there, close my eyes
Feel you here forever
You and me together, nothing is better


[Pre-Chorus]
'Cause there's a side to you
That I never knew, never knew
All the things you'd say
They were never true, never true
And the games you'd play
You would always win, always win

[Chorus]
But I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name
I set fire to the rain
And I threw us into the flames
When we fell, somethin' died
'Cause I knew that that was the last time
The last time

[Bridge]
Sometimes, I wake up by the door
That heart you caught must be waitin' for you
Even now, when we're already over
I can't help myself from lookin' for you


[Chorus]
I set fire to the rain
Watched it pour as I touched your face
Well, it burned while I cried
'Cause I heard it screamin' out your name
Your name
I set fire to the rain
And I threw us into the flames
When we fell, somethin' died
'Cause I knew that that was the last time
The last time

[Outro]
Oh
Oh, no
Let it burn
Oh
Let it burn
Let it burn

[Produced by Fraser T. Smith]"
171782,Questions,Chris Brown,2017.0,1.0,Pop,129,https://www.youtube.com/watch?v=mH76VvWkNwA,https://i.ytimg.com/vi_webp/mH76VvWkNwA/maxresdefault.webp,"56 ContributorsQuestions Lyrics[Intro]
(How yuh deal wid?)

[Verse 1]
From the moment you was dancin' in the party, pushin' all on me
Givin' everything, you're givin' everything tonight (Ayy)
And if you thought you could get away from me
And get away from me
Girl, just take your time (Time, time)
You're comin' home with me tonight (Ow!)

[Chorus]
Girl, I got a question for ya
Can I get an answer?
Yeah, yeah (Hey!)
Yeah, yeah (Hey!)
Yeah, yeah (Hey!)
Yeah, yeah
Girl, I got a question for ya
Can I get an answer?
Yeah, yeah (Hey!)
Yeah, yeah (Hey!)
Yeah, yeah (Hey!)
Yeah, yeah

[Verse 2]
She only love me 'cause I'm dangerous (Ooh, yeah)
That pum-pum somethin' like angel dust (Some)
Girl, let me hold ya (Oh)
Put mi ting all around ya (Ooh)
Make me feel like I own ya (Ooh)
Kill the pum like a warrior (Oh), hit the pum like


[Chorus]
Girl, I got a question for ya (Oh, I got)
Can I get an answer? (An answer)
Yeah, yeah (Hey!)
Yeah, yeah (Hey!)
Yeah, yeah (Hey!)
Yeah, yeah (Girl, I got)
Girl, I got a question for ya
Can I get an answer?
Yeah, yeah (Hey! Oh-woah)
Yeah, yeah (Hey!)
Yeah, yeah (Hey!)
Yeah, yeah

[Bridge]
Let me hold you
Come caress my body
You got me goin' crazy
You turn me on, turn me on
Baby, let me love you
Put your arms around me
You got me goin' crazy
Turn me on, turn me on, yeah

[Chorus]
Girl, I got a question for ya (For you)
Can I get an answer? (Yeah-yeah)
Yeah, yeah (Yeah-yeah, hey!)
Yeah, yeah (Yeah-yeah, hey!)
Yeah, yeah (Yeah-yeah, hey!)
Yeah, yeah
Girl, I got a question for ya (For you)
Can I get an answer?
Yeah, yeah (Hey! Woo)
Yeah, yeah (Hey! Yee-hee)
Yeah, yeah (Hey!)
Yeah, yeah (Ooh)"
171783,Holiday,Chris Young,2017.0,35.0,Country,176,https://www.youtube.com/watch?v=Vedsjn4yceE,https://i.ytimg.com/vi_webp/Vedsjn4yceE/maxresdefault.webp,"4 ContributorsHoliday Lyrics[Verse 1]
I don't need to pack a bag
I don't need a travel agent
Islands look cool on a map
But can't beat my location
'Cause when you smile at me, that's all the sunshine I need
Any place, any time, any day of the week

[Chorus]
You make me wanna make a margarita
You make me wanna put on my shades
You take me on a trip around the world
Don't need to hop a plane
When I'm with ya girl, it's like I'm on vacay
I guess what I'm trying to say is
You make every day like a holiday
You make every day like a holiday

[Verse 2]
When I've I got you in my arms
I'm a thousand miles away
From any worries in the world
Baby, all of that can wait
Cause swaying to some music while I look in your eyes
It's pretty easy to see I'm in paradise


[Chorus]
You make me wanna make a margarita
You make me wanna put on my shades
You take me on a trip around the world
Don't need to hop a plane
When I'm with you girl, it's like I'm on vacay
I guess what I'm tryin' to say is
You make every day like a holiday
Holiday, baby

[Bridge]
Everybody's got a photo of their favorite view
You can see mine in every picture of you

[Chorus]
You make me wanna make a margarita
You make me wanna put on my shades
You take me on a trip around the world
Don't need to hop a plane
When I'm with you girl, it's like I'm on vacay
I guess what I'm tryin' to say is
You make every day like a holiday
Yeah, a holiday, baby"
171784,57821 feat. Deep Cotton - Feat. Deep Cotton,Janelle Monáe,2010.0,32.0,Blues,196,https://www.youtube.com/watch?v=QxKzMdkSUZo,https://i.ytimg.com/vi_webp/QxKzMdkSUZo/maxresdefault.webp,"33 Contributors57821 Lyrics[Verse 1]
Early each morning he searched for her
'Til his feet became bloody and tired
Her hologram photo stayed near to him
Buried deep in the pits of his heart
The lock of grey hair that she gave to him
Stayed clutched in his fist through the night
Dead or alive, she still yearned for him
'Cause even in darkness there's light, oh and

[Chorus]
One by one
It's your time
Lead them both back to one
The sun has come
May your light lead them both back to one
Indivisible sum
Here's the book now the saga's begun
He wonders if she is the one
(You're the one)
She wonders if he is the one
(You're the one)

[Verse 2]
Cold in the cell, lost and shivering
Gunshots in hallways unknown
On the fifth floor, past the blue door
Sat a chained 57821
Sir Greendown told his dear Cindi
Fight like Achilles in Troy
""I will show you the ways that I love you
I saved you so you'd save the world
'Cause you're the only one""


[Chorus]
One by one
It's your time
Lead us all back to one
The sun has come
May your light lead us all back to one
Indivisible sum
Here's the book now the saga's begun
I wonder if I am the one
(You're the one)
I wonder if I am the one

(You're the one)

Anthony Greendown your Cindi Mayweather will always be waiting for you
(You're the one)
Just as sure as the sunlight keeps beaming on your eyes I shall always be waiting for you
(You're the one)"
171785,That's the Way of the World,"Earth, Wind & Fire",1975.0,32.0,Blues,345,https://www.youtube.com/watch?v=QhW3P7_jvWY,https://i.ytimg.com/vi_webp/QhW3P7_jvWY/maxresdefault.webp,"21 ContributorsThat’s the Way of the World Lyrics[Chorus]
Hearts afire
Creates love desire
Take you high and higher
To the world you belong

Hearts afire
Creates love desire
High and higher
To your place on the throne

[Verse 1]
We've come together on this special day (Huh)
Sing a message loud and clear (Hmm, mm)
Looking back, we've touched on sorrowful days (Well!)
Future, past, they disappear (Haw, haaaw)

[Bridge]
You will find (You will find)
Peace of mind (Yeah, ha)
If you look way down
In your heart and soul
Ahh, don't hesitate
'Cause the world seems cold
Stay young at heart
Ahh, 'cause you're never
Never old at heart (Never, never, never, never, never, never)
Oh, yeah, yeah, ha


[Chorus]
That's the way (That's the way)
Of the world (Of the world)
Plant your flower (Gonna plant your flower)
And you grow a pearl (Heeey, ooh, ooh, ooh)
Child is born
With a heart of gold (Ooh, ah, ah, yeah)
Way of the world (Gonna plant your flower)
Makes his heart so cold
Oooh, ooh, ooh, ha, Lord
Can't you see me, y'all?
Say, hey
Hey, yeah, yeah, yeah
Mm, mm, mm, mm
Ahhh, luh

[Instrumental Break]

[Chorus]
Hearts afire
Creates love desire
Take you high and higher
To the world you belong

[Refrain]
Hearts afire
Love desire
High and higher
Yeah, yeah, yeah
Hearts afire
Love desire
High, higher
Mmm, mmm, mm, mm
Haw, haw


[Verse 2]
We've come together on this special day
Sing our message loud and clear (Ay, yah!)
Looking back, we've touched on sorrowful days
While future disappear

[Bridge]
You will find (You will find)
Peace of mind (Ay, hey)
If you look way down
In your heart and soul
Ah, don't hesitate
'Cause the world seems cold
Stay young at heart ('Cause)
'Cause you're never, never, never, never, never, never, never
Ay, yee, ay, yee, ay, yee, yeah, ha

[Chorus]
That's the way (Yaow!)
Of the world (Yaow! Hey, yeah!)
Plant your flowers
And you'll grow a pearl (Aaah, oooh)
Child is born (Child is born)
With a heart of gold
(Listen now with a heart of gold)
Way of the world (Way of the world)
Makes his heart so cold (Makes his heart so cold)


[Breakdown]
That love, that love
That love, that love
That love, that love
Th-...

Ooh, yeah!
Never!

Aaah, ah, ha, ah, ha
Well!

Uhhh, la, la, la
Don't you hear me now?
Don't you hear me now?
Lordy, won't you hear me now?
Lordy, won't you hear me now?!

Ay, yee, ay, yee, yeah!

Hearts afire (Hearts afire)
Love desire (Ohh, love desire)
High and higher
Aaah, oooh, ooh, oooh, hoo
Yeah
Yeah
Yeah
Hearts afire"
171786,Summertime,Kat Edmonson,2009.0,31.0,R&b,312,https://www.youtube.com/watch?v=b_HbSEujVt0,https://i.ytimg.com/vi_webp/b_HbSEujVt0/maxresdefault.webp,"1 ContributorSummertime LyricsSummertime and the living is easy
Fish are jumping and the cotton is high
Oh, your daddy's rich and your mama's good looking
So hush little baby, don't you cry

One of these mornings you're going to rise up singing
Then you'll spread your wings and take to the sky
Till that morning there's nothing can harm you
With daddy and mama standing by

One of these mornings you're going to rise up singing
Then you'll spread your wings and take to the sky
Till that morning there's nothing can harm you
So hush little baby, don't you cry

Birds flying high, you know how I feel
Sun in the sky, you know how I feel
Leaves drifting by, you know how I feel
It's a new dawn, it's a new day
It's a new life and I'm feeling good"
